id,text,date,user,rt,fav,followers,verified,label
222431,"TV, investing &amp; turkishbulls taraması
GÜÇLÜ AL &amp; AL veren hisseler
#ASELS 21,84 #ATSYH 13,39
#AYDEM 7,19 #BOBET 4,41
#CEMTS 18,38 #EGEEN 1883
#GEDIK 8,36 #INVEO 32,48
#LIDFA 4,89 #MIPAZ 5,27
#SAMAT 6,42 #SERVE 19,29
#YBTAS 21607 (hepsi bu kadar)
Kendime nottur, kesinlikle YTD📈",2022-02-14 19:36:28+00:00,ASIM_YALCINKAYA,4,17,138764,False,Pozitif#Yargı
222432,"Fırtına bir durulsun.

Patron hisselerinden en korktuklarınızı analiz edeceğim.

Daha önce alım yaparken yaptığınız yanlışları, gerçekte malın nereden alınması ve nereye kadar taşınması gerektiğini göreceksiniz.

Koskoca #BİST sadece #BİST30'dan oluşmuyor, 450 tane hisse var.",2022-02-14 13:17:15+00:00,Dr_Arslan_SMMM,9,431,103998,False,Nötr#Yargı
222433,"A1 Capital Yatırım, Hektaş için hedef fiyatını 18,93 TL'den 18,84 TL'ye revize ederken, ""al"" tavsiyesini korudu #HEKTS",2022-02-14 11:10:32+00:00,ForeksTurkey,1,68,411890,False,Gerçek#Nötr#Pozitif
222434,"#Borsa üzerinde durduğumuz 2053 Aşılamayınca Satış geldi..  

1980 ve 1963 destek rakamları.

2009 düşüş onay yeri. Üzerinde devam eder. Aşamazsa baskı olacak.

Her tepki yükselişi #Bist30’da bir fırsat.

Fırsatlar bitmiyor. Dirençler aşılıp üzerinde kalırsa geri alırız.",2022-02-14 10:01:56+00:00,SelimKMD,14,320,108729,False,Pozitif#Yargı
222436,#BIST Bugün endeksi toparlayabilecek kabiliyette #xu030 hissesi göremiyorum bu aşamada. Kapanışa doğru ne olur bilinmez..😏,2022-02-14 09:46:09+00:00,Piri_KAPTAN,4,279,135213,False,Negatif#Yargı
222437,Şu anki fiyattan #EREGL alan biri 3 ay içinde parasının %13'ünü net temettü olarak geri alacak.,2022-02-14 07:49:52+00:00,temettuhisse,52,1796,156943,False,Pozitif#Yargı
222438,"Panik yok!

Mevcut durum;

- #BİST30: -2.10%
- #BİST100: -2.10%",2022-02-14 07:49:48+00:00,Dr_Arslan_SMMM,8,345,103998,False,Gerçek#Negatif
222439,"Ziraat Yatırım, Erdemir hedef fiyatını 25,00 TL'den 38,50 TL'ye yükseltti, ""al"" tavsiyesini korudu #EREGL",2022-02-14 07:17:10+00:00,ForeksTurkey,4,93,411890,False,Gerçek#Nötr#Pozitif
222440,"Garanti Yatırım, Erdemir için ""endeksin üzerinde getiri"" tavsiyesini sürdürdü, hedef fiyat 41,33 TL  #EREGL",2022-02-14 07:05:43+00:00,ForeksTurkey,2,61,411890,False,Gerçek#Nötr#Pozitif
222442,"#KRDMD 

geçtiğimiz seanslarda 2-3 kez 12,20 direnç 

seviyesini deneyen ancak bu rakam üzeri kapanış

gelmeyen hissede

11,60 ve 11,47 destek,

11,99 ve 12,09 ise dirençler olarak izlenebilir.",2022-02-14 06:48:09+00:00,efekentli__,4,207,117348,False,Nötr#Yargı
222443,"11.02.2022'de geri alım yapan şirketler
#SAHOL 250,000 adet geri alım yaptı.
#ULUUN 110,000 adet geri alım yaptı.
#ARCLK 500,000 adet geri alım yaptı.
#LOGO 50,000 adet geri alım yaptı.
#INDES 190,250 adet geri alım yaptı.",2022-02-14 06:44:57+00:00,zeynepxaktas,22,522,182626,False,Gerçek#Pozitif
222444,"#AKBNK 

7,95 ve 7,70 destek

8,19 ise direnç",2022-02-14 06:44:33+00:00,efekentli__,1,157,117348,False,Nötr#Yargı
222446,"#GARAN için

11,83 halen geçerli destek seviyesi olup,

bu rakam altında, 

11,66 ve 11,50 destek,

11,98 ve 12,08 ise dirençler olarak takip edilebilir.",2022-02-14 06:42:22+00:00,efekentli__,2,190,117348,False,Nötr#Yargı
222447,"Deniz Yatırım, 
#EREGL için 40,90 TL hedef fiyatını ve ""al"" tavsiyesini sürdürdü
#HEKTS için ""tut"" olan tavsiyesini ""al""a yükseltirken, 18,00 TL hedef fiyatını korudu",2022-02-14 06:09:51+00:00,ForeksTurkey,4,88,411890,False,Gerçek#Nötr#Pozitif
222448,"İnfo Yatırım, TAV'ı 64,00 TL hedef fiyat ve ""al"" tavsiyesi ile hisse önerilerine ekledi #TAVHL",2022-02-14 05:28:09+00:00,ForeksTurkey,2,58,411890,False,Gerçek#Pozitif
222450,"F/K Oranı en düşük #BIST hisseleri
#GOZDE 0,8 #OZGYO 0,9
#RYGYO 1,3 #HDFGS 1,9
#VERTU 1,9 #SNGYO 2
#AKFGY 2,6 #ESEN 2,6
#ISCTR 2,6 #ISGYO 3,3
#NATEN 3,3 #YKBNK 3,3
#GLRYH 3,4 #AKBNK 3,5
#VKGYO 3,6 #GARAN 3,8
#OZKGY 3,9 #TSKB 3,9
#SAHOL 4,1 #IEYHO 4,2
#VAKBN 4,2 KendimeNottur YTD",2022-02-12 18:52:12+00:00,ASIM_YALCINKAYA,2,28,138764,False,Gerçek#Nötr
222451,"TV, investing &amp; turkishbulls taraması
GÜÇLÜ AL veren hisseler
#ARCLK 56,25 #BIMAS 73,95
#CEMTS 18,29 #DEVA 31,56
#GEDIK 8,14 #GMTAS 2,78
#KIMMR 3,41 #KONKA 8,18
#MOBTL 1,93 #ORGE 7,05
#TAVHL 39,08 #TRGYO 5,87
#TUPRS 197,7 #VAKKO 12,32
#VERTU 27,62 #VERUS 53
Kendime nottur, YTD 📈",2022-02-12 13:56:01+00:00,ASIM_YALCINKAYA,2,18,138764,False,Pozitif#Yargı
222452,#hekts 2021 yılını %80 artışla 325.7mnTL net kar ile kapadı. Satış gelirleri %99 büyüme ile 2.020 mnTL oldu. FAVÖK %113 arttı. Hisse 38x fk ve 8.8x pddd çarpanları ile işlem görmekte. Yarın ayrıntılı raporumu bloğuma koyacağım. #borsa,2022-02-11 20:14:07+00:00,TuncayTursucu,37,1451,293174,False,Gerçek#Pozitif
222453,"#GARAN gözlerimizi yaşartıcan yapma böyle

destekten dönüp neredeyse artıya geçecen",2022-02-11 14:23:26+00:00,efekentli__,0,222,117348,False,Pozitif#Yargı
222454,"#asels 20.90 dibinden iyi döndü

#ayen de en yüksek olan 9.67 yi alırsa
Son 1 yılın en yüksek haftalık kapanısı gelecek.

Zirve üstü kapanısların ne anlama geldigini biliyorsunuz.",2022-02-11 12:37:28+00:00,Sacro_Trade,10,278,115686,False,Pozitif#Yargı
222456,"#EREGL den de  zarar eden mi olur diye laf eden twit atan olursa, beni altına etiketleyebilirsiniz  :)",2022-02-11 08:51:34+00:00,arifcoskun05,3,1118,204323,False,Pozitif#Yargı
222458,"Desteği çalışan #KRDMD de direnç de nokta çalıştı.

gevşedi endeks",2022-02-11 08:38:15+00:00,efekentli__,2,223,117348,False,Negatif#Yargı
222459,"#KRDMD de destek güzel çalıştı,

bankalarda toparlarsa endeks pozitif olacak",2022-02-11 08:04:45+00:00,efekentli__,4,255,117348,False,Pozitif#Yargı
222460,"BNP Paribas, Erdemir için hedef fiyatını 37,77 TL'den 38,14 TL'ye güncellerken, ""tut"" tavsiyesini korudu #EREGL",2022-02-11 07:43:59+00:00,ForeksTurkey,2,61,411890,False,Gerçek#Nötr#Pozitif
222462,"#AKBNK 

7,92 destek

8,00 ve 8,18 dirençler",2022-02-11 06:53:59+00:00,efekentli__,1,172,117348,False,Nötr#Yargı
222463,"#KRDMD 

11,73 ve 11,60 destek

11,85 ve 12,00 dirençler.",2022-02-11 06:52:07+00:00,efekentli__,4,204,117348,False,Nötr#Yargı
222464,"#THYAO 

29,60 ve 28,74 destek

30,04 ve 30,45 dirençler...",2022-02-11 06:50:32+00:00,efekentli__,5,237,117348,False,Nötr#Yargı
222466,"İntegral Yatırım, Erdemir için hedef fiyatını 26,16 TL'den 39,76 TL'ye yükseltti #EREGL",2022-02-11 06:36:33+00:00,ForeksTurkey,2,69,411890,False,Gerçek#Pozitif
222467,"İnfo Yatırım, Erdemir için 39,00 TL hedef fiyatını korudu #EREGL",2022-02-11 06:35:46+00:00,ForeksTurkey,6,96,411890,False,Gerçek#Nötr
222468,"Ak Yatırım, Erdemir için hedef fiyatını 33,00 TL'den 37,00 TL'ye yükseltirken, ""endeksin üzerinde getiri"" tavsiyesini korudu #EREGL",2022-02-11 06:29:14+00:00,ForeksTurkey,3,48,411890,False,Pozitif
222470,"*Garanti Yatırım'ın Erdemir için tavsiyesi ""endeksin üzerinde getiri"", hedef fiyatı 41.33TL #EREGL",2022-02-11 06:24:56+00:00,ForeksTurkey,3,79,411890,False,Gerçek#Pozitif
222471,"Halk Yatırım'ın Erdemir için hedef fiyatı 38,50 TL, tavsiyesi ""al"" yönünde bulunuyor  #EREGL",2022-02-11 06:15:15+00:00,ForeksTurkey,2,68,411890,False,Gerçek#Pozitif
222473,"Vakıf Yatırım, Erdemir için ""al"" tavsiyesini korudu, hedef fiyat 40,50 TL #EREGL",2022-02-11 06:03:15+00:00,ForeksTurkey,3,45,411890,False,Gerçek#Pozitif
222474,"#AGYO 2,94 #AYGAZ 27,50
#BRLSM 10,23 #DERIM 4,70
#EGSER 16,35 #ENJSA 14,69
#GOZDE 9,67 #ISGYO 4,55
#KCHOL 33,72 #PRKME 6,65
#SAHOL 15,48 #SNGYO 4,87
#TRCAS 4,79 #TRGYO 5,64
Mazeretsiz #CUMA kılmamak büyük kayıptır.
Kendime nottur YTD
Hayırlı cumalar hayırlı kazançlar📈#IEYHO 0,80",2022-02-11 04:45:00+00:00,ASIM_YALCINKAYA,0,23,138764,False,Gerçek#Nötr
222475,"En fazla açığa satış yapılan üç hisse
#THYAO #SISE #EREGL",2022-02-10 19:06:56+00:00,zeynepxaktas,12,474,182626,False,Gerçek#Pozitif
222477,"Sizce 2022 yılında da çelik fiyatları yüksek seyredecek mi, çelik üreticileri (#EREGL #ISDMR #KRDMD ...) rekor kar açıklamaya devam edecek mi ?",2022-02-10 16:33:12+00:00,temettuhisse,2,142,156943,False,Nötr#Yargı
222478,"#EREGL 15.5 milyar TL kar açıkladı, %90 dağıtsa, pay başı net 3.5TL, ~%12 temettü dağıtacaktır. Şimdiden hayırlı olsun!",2022-02-10 16:25:59+00:00,temettuhisse,54,1584,156943,False,Pozitif#Yargı
222479,"#EREGL ,ortalama aracı kurum net kar beklentilerinin %8 üstünde kar açıkladı (4.723M)..Toplamda 15.527M yıllık net kar.. #Temettü beklentim ,(İskenderun Demir Çelik'ten gelen nakitten verebileceği temettü hariç)  hb net 3,5 tl civarı.(Son kapanışa göre yaklaşık % 11.7 verim )🧿🧿",2022-02-10 16:20:38+00:00,____PASA____,43,955,111576,False,Pozitif#Yargı
222481,"Akşam detaylı #EREGL bilanço analizi paylaşacağım 🌪 Uzun uzun anlatmak istiyorum sizlere… 

İyi akşamlar,",2022-02-10 16:18:25+00:00,omerhankrm,11,1254,145126,False,Gerçek#Nötr
222482,#eregl F/K'sı her bilançoda patinaj çekiyor... 😂😂,2022-02-10 16:09:11+00:00,kursadbucak,8,495,156031,False,Negatif#Yargı
222483,"Bilançolar geliyor...
Tüm borsacıların gözü kulağı #eregl bilançosunda 🤗",2022-02-10 16:02:24+00:00,kursadbucak,7,511,156031,False,Nötr#Yargı
222485,"Dinamik Menkul, İş Bankası için hedef fiyatını 11,60 TL'den 12,40 TL'ye güncellerken, ""Al"" önerisini korudu #ISCTR",2022-02-10 09:56:55+00:00,ForeksTurkey,0,30,411890,False,Gerçek#Pozitif
222486,"#AKBNK 

8,03 destek

8,16 ve 8,32 dirençler.",2022-02-10 06:45:36+00:00,efekentli__,4,212,117348,False,Nötr#Yargı
222487,"#KRDMD 

12,00 ve 11,85 destek

12,20 ve 12,42 dirençler.",2022-02-10 06:44:40+00:00,efekentli__,7,300,117348,False,Nötr#Yargı
222489,"#GARAN 

11,98 ve 11,87 destek

12,07 ve 12,17 dirençler",2022-02-10 06:41:44+00:00,efekentli__,4,234,117348,False,Nötr#Yargı
222490,"Günaydın,

Haftanın en önemli ekonomik verisi ABD Ocak ayı TÜFE verisi bugün açıklanacak. Bist tarafında ise yükseliş üçüncü güne taşınırken Ocak ayında geçilemeyen 2100 seviyesinin bugün açıklanacak olan #EREGL bilançosu ile beraber test edilmesi kuvvetle muhtemel.

Sevgiler,",2022-02-10 05:25:55+00:00,omerhankrm,7,842,145126,False,Pozitif#Yargı
222491,"En fazla işlem gören üç hisse 
Türk Hava Yolları 4 milyar 671 milyon lira
Kardemir (D) 3 milyar 128 milyon lira
Şişe Cam 2 milyar 769 milyon lira
#THYAO #KRDMD #SISE",2022-02-09 18:48:58+00:00,zeynepxaktas,8,477,182626,False,Gerçek#Pozitif
222493,"#Thyao #Sasa #Papil #Tavhl #Clebi #Asuzu #Aghol güzel kapattı takipteki hisselerden
Adını yazmadıklarım hisselerin az zamanı kaldı 👍
Sıkı takip edenler grafikli hisselerdeki hedefimiz orta uzun vade olduğunu biliyor. Yeni takip eden arkadaşlar birkaç hisseye bağlı değiliz :)
Ytd",2022-02-09 18:27:07+00:00,PHOENIX07_,32,661,120449,False,Pozitif#Yargı
222494,"#KRDMD den bi deneme daha geldi 12,00 ye",2022-02-09 13:40:39+00:00,efekentli__,3,240,117348,False,Gerçek#Nötr
222495,"Şeker Yatırım, Şişecam için hedef fiyatını 20,30 TL, tavsiyesini  ""al"" olarak korudu #SISE",2022-02-09 12:38:30+00:00,ForeksTurkey,1,42,411890,False,Gerçek#Pozitif
222497,"#HALKB 4.97 de kapanış yapmalı ve  5.10 üzerinde 30-40 sene ! kalıcılık sağlarsa güzelleşir.

#VAKBN 3.84 Kırılım. Önünde o kadar çok direnç varki.
Haber gerekiyor.iyi haberler.

#AKBNK 8.56 Üzerinde Boğa bölgesi.

#YKBNK 4.15 üzerinde kapanmalı.",2022-02-09 10:43:58+00:00,SelimKMD,14,290,108729,False,Pozitif#Yargı
222498,"#KRDMD 11,98 de takıldı dirence...",2022-02-09 08:58:01+00:00,efekentli__,3,214,117348,False,Gerçek#Negatif
222499,"DÜZELTME-Ak Yatırım, Şişe Cam için 22,10 TL hedef fiyatını ve ""endeksin üzerinde getiri"" tavsiyesini korudu #SISE",2022-02-09 07:45:09+00:00,ForeksTurkey,5,61,411890,False,Gerçek#Nötr#Pozitif
222501,#sise %2 artı açtı,2022-02-09 06:56:06+00:00,borsacibaba,1,77,143414,False,Gerçek#Pozitif
222502,"Deniz Yatırım, 
#SISE için 21,10 TL hedef fiyatını ve ""al"" tavsiyesini sürdürdü
#TURSG için 7,50 TL hedef fiyatını ve ""al"" önerisini korudu 
#ISCTR hedef fiyatını 11,60 TL'den 12,40 TL 'ye yükseltirken, ""al"" önerisini korudu 
#AGESA HF 36,50 TL, tavsiyesini ""al"" olarak korudu",2022-02-09 06:52:43+00:00,ForeksTurkey,4,64,411890,False,Gerçek#Nötr#Pozitif
222503,"#KRDMD 

11,62 11,83 arasına sıkıştı 

11,83 üzeri atar ve kalıcı olursa 

12,00 12,20 yakın dirençleri izlenebilir hissede

flama çalışırsa eğer yaklaşık 1 TL lik bir marjda söz 

konusu olur, 11,62 altında formasyon bozulur.",2022-02-09 06:48:14+00:00,efekentli__,7,279,117348,False,Negatif#Yargı
222505,"#THYAO

28,20 destek

29,15 ve 29,45 yakın dirençler olarak takibimde",2022-02-09 06:43:29+00:00,efekentli__,4,253,117348,False,Nötr#Yargı
222506,"#GARAN 

11,96 ve 11,83 destekler 

12,09 ve 12,22 dirençler olarak izlediğim seviyeler",2022-02-09 06:42:20+00:00,efekentli__,0,199,117348,False,Gerçek#Nötr
222507,"Garanti Yatırım, İş Bankası için hedef fiyatını 8,50 TL'den 9,75 TL'ye, ""endekse paralel getiri"" tavsiyesini korudu #ISCTR",2022-02-09 06:38:40+00:00,ForeksTurkey,0,31,411890,False,Gerçek#Nötr#Pozitif
222509,"Şeker Yatırım, İş Bankası için hedef fiyatını 12,30 TL'den 12,90 TL'ye revize ederken, ""al"" tavsiyesini korudu #ISCTR",2022-02-09 06:23:33+00:00,ForeksTurkey,0,23,411890,False,Gerçek#Nötr#Pozitif
222510,"Ak Yatırım'ın Şişe Cam için 22,10 TL hedef fiyatını ve ""endeksin üzerinde getiri"" tavsiyesini korudu #SISE",2022-02-09 06:12:05+00:00,ForeksTurkey,0,79,411890,False,Nötr#Pozitif
222511,"Yapı Kredi Yatırım, İş Bankası için hedef fiyatını 10,20 TL'den 11,50 TL'ye güncellerken, ""al"" tavsiyesini korudu #İSCTR",2022-02-09 06:09:30+00:00,ForeksTurkey,1,36,411890,False,Gerçek#Nötr#Pozitif
222513,"Vakıf Yatırım, İş Bankası C hedef fiyatını 8,34 TL’den 11,90 TL’ye yükseltirken, ""al"" tavsiyesini korudu #ISCTR",2022-02-09 05:51:41+00:00,ForeksTurkey,0,32,411890,False,Gerçek#Nötr#Pozitif
222514,"Oyak Yatırım, İş Bankası C için hedef fiyatını 10,27 TL'den 11,77 TL'ye yükseltti, tavsiyesini ""endeksin üzerinde getiri"" olarak sürdürdü #ISCTR",2022-02-09 05:42:51+00:00,ForeksTurkey,2,33,411890,False,Gerçek#Nötr#Pozitif
222515,"Vakıf Yatırım, Şişe Cam için hedef fiyatını 20,25 TL olarak belirlerken, ""al"" tavsiyesini korudu #SISE",2022-02-09 05:30:18+00:00,ForeksTurkey,1,54,411890,False,Gerçek#Nötr#Pozitif
222517,"#SISE 9.1milyar TL kar açıkladı. %23 dağıtsa, pay başı net 0.6TL, %4 temettü dağıtabilir. Bugüne kadar ki en yüksek temettüsü olabilir. Heyecan ile bekliyoruz.",2022-02-08 17:58:46+00:00,temettuhisse,34,1077,156943,False,Pozitif#Yargı
222519,"#KARDMD Kardemir  (fib. 0.5)  12.00 ile tepki yükselişini tamamlıyor. 11.66 Altında bozulma. Üzerinde pozitif.

#ARCLK  Arçelik 52.20 Üzerinde kaldıkça pozitif görunumünü sürdürür.

#MGROS Biri en ufak bir şey desede düşsem havasında. 39.00 Altında trend bozuluyor.",2022-02-08 17:26:58+00:00,SelimKMD,9,274,108729,False,Pozitif#Yargı
222521,Açığa satışta ilk üç hisse #THYAO #EREGL #SISE,2022-02-08 16:29:14+00:00,zeynepxaktas,12,664,182626,False,Gerçek#Nötr
222523,"#THYAO 

26,30 destek seviyesinin 12 kademe altına sarkarak 

tepki veren, ve bu tepki ile endeksi toparlayarak

yükselişe katkı sağlayan gün kapanışını 28,00 direnç 

seviyesi üzerinde yapan hissede,

27,40 destek seviyesi olarak izlediğim nokta,

28,40 ve 28,95 ise dirençler",2022-02-08 06:46:51+00:00,efekentli__,9,242,117348,False,Nötr#Yargı
222525,"07.02.2022'de geri alım yapan şirketler
#ARCLK 300,000 adet geri alım yaptı
#SAHOL 250,000 adet geri alım yaptı
#ULUUN 43,721 adet geri alım yaptı
#INDES 104,000 adet geri alım yaptı",2022-02-08 06:23:58+00:00,zeynepxaktas,11,325,182626,False,Gerçek#Pozitif
222527,"HSBC, Tofaş için hedef fiyatını 104,20 TL'den 114,90 TL'ye çıkardı, tavsiyesini ""Al"" olarak korudu #TOASO",2022-02-08 06:19:40+00:00,ForeksTurkey,1,29,411890,False,Gerçek#Nötr#Pozitif
222529,"Dinamik Menkul, 
#YKBNK hedef fiyatını 5,90 TL'den 6,10 TL'ye revize ederken, ""Al"" önerisini korudu
#GARAN  hedef fiyatını 17,20 TL'den 17,50 TL'ye revize ederken, ""Al"" önerisini korudu
#YKBNK hedef fiyatını 5,90 TL'den 6,10 TL'ye revize ederken, ""Al"" önerisini korudu",2022-02-08 05:38:02+00:00,ForeksTurkey,1,29,411890,False,Gerçek#Pozitif
222531,"KAP: #TTKOM TÜRK TELEKOMÜNİKASYON A.Ş.  Finansal Takvim:
Şirketimizin 01.01.2021 – 31.12.2021 hesap dönemine ilişkin finansal raporlarının 15.02.2022 tarihinde kamuya açıklanması planlanmaktadır.",2022-02-07 16:00:37+00:00,MatriksB,8,70,103686,False,Gerçek#Nötr
222533,"Dinamik Menkul, Akbank için hedef fiyatını 10,30 TL'den 10,80 TL'ye revize ederken, ""Al"" önerisini korudu #AKBNK",2022-02-07 14:50:27+00:00,ForeksTurkey,1,28,411890,False,Gerçek#Pozitif
222535,"Deniz Yatırım, Tofaş için 106,00 TL hedef fiyatını ve ""al"" tavsiyesini sürdürdü #TOASO",2022-02-07 14:12:25+00:00,ForeksTurkey,2,40,411890,False,Gerçek#Pozitif
222537,"#THYAO artıya geçti... 

bakalım toparlarmı endeksi..",2022-02-07 10:16:14+00:00,efekentli__,6,262,117348,False,Gerçek#Pozitif
222539,İşbankasının Msci endeksinden çıkarılma ihtimali #isctr yi dolayısı ile bankaları ve endeksi aşağı çekti biraz . Msci endeks değişiklik duyuruları 9 unda ilan edilecek işlemler ay sonu yapılacak,2022-02-07 09:07:01+00:00,arifcoskun05,8,319,204323,False,Negatif#Yargı
222541,"04.02.2022'de geri alım yapan şirketler
#LOGO 40,000 adet 
#SAHOL 800,000 adet 
#ULUUN 84,296 adet 
#ARCLK 300,000 adet 
#INDES 100,750 adet 
geri alım yatı.

Logo 2 bin adetlerden 40 bin adete çıktı. Bakalım kademeli alımları nasıl ilerleyecek?",2022-02-07 06:59:49+00:00,zeynepxaktas,13,396,182626,False,Gerçek#Pozitif
222543,"#GARAN 

11,87 ve 11,65 destek,

11,96 ve 12,08 ise direnç olarak izlediğim seviyeler 

hissede.",2022-02-07 06:41:58+00:00,efekentli__,7,206,117348,False,Nötr#Yargı
222545,"Milyar dolarlık yatırım yapacak şirketler:
#FROTO: elektrikli araç ve batarya üretimi, 2 milyar EUR yatırım, piyasa değeri 5.3 milyar EUR

#TUPRS: karbonsuz 2.5 gigavat elektrik ve yeşil hidrojen üretimi, 2035'e kadar 5 milyar USD yatırım, piyasa değeri 3 milyar USD",2022-02-05 18:29:01+00:00,temettuhisse,148,1591,156943,False,Gerçek#Pozitif
222547,"#XU100 Endeks dün analizde dikkat çektiğimiz 1939 üstünde 1944 kapattı. NŞA daha bozulmazsa haftaya daha umutlu bakabiliriz. 
Günü takibimizde olan #KAPLM #KONTR #SASA #VERUS #ISSEN #INFO #ENJSA #TIRE #ZRGYO Yeşil kapattılar. Düşenlerde de oldu endeksten ötürü. 
İYİ  AKŞAMLAR😌💚",2022-02-04 15:20:14+00:00,Piri_KAPTAN,1,293,135213,False,Pozitif#Yargı
222549,"#XU100 Endeksi toparlayabilecek kabiliyet ve güçte olan hacimde en tepelerde olan #THYAO 27.00, #YKBNK 4.10 #GARAN 12.00 üstüne atabilirlerse hafta sonuna sıkıntısız gireriz. Hadi bakalım pehlivanlar, babayiğitler oluşturun Voltran'ı, güç sizde artıkkk!!!!! 😵💚",2022-02-04 12:39:25+00:00,Piri_KAPTAN,1,285,135213,False,Pozitif#Yargı
222551,"Şeker Yatırım, Tofaş için 107,50 TL hedef fiyatını ve ""al"" tavsiyesini korudu #TOASO",2022-02-04 09:55:29+00:00,ForeksTurkey,0,26,411890,False,Gerçek#Pozitif
222553,"Yapı Kredi Yatırım, Tofaş için 112,40 TL hedef fiyatını ve ""al"" tavsiyesini korudu #TOASO",2022-02-04 07:45:01+00:00,ForeksTurkey,0,23,411890,False,Gerçek#Pozitif
222555,"ICBC Yatırım, Yapı Kredi Bankası için 5,00 TL hedef fiyatını ve  ""al"" tavsiyesini sürdürdü #YKBNK",2022-02-04 07:43:56+00:00,ForeksTurkey,0,21,411890,False,Gerçek#Pozitif
222557,"Deniz Yatırım, 
#ISMEN için ""al"" tavsiyesini korudu, hedef fiyat 32,00 TL
#TOASO 106,00 TL hedef fiyatını ve ""al"" tavsiyesini sürdürdü 
#TSKB 2,10 TL hedef fiyatını ve ""al"" tavsiyesini korudu
#YKBNK hedef fiyatını 5,90 TL'den 6,10 TL'ye güncellerken, ""al"" tavsiyesini korudu",2022-02-04 07:15:24+00:00,ForeksTurkey,0,28,411890,False,Gerçek#Pozitif
222559,"Garanti Yatırım, Yapı Kredi Bankası için ""endeksin üzerinde getiri"" tavsiyesini korudu, hedef fiyat 5,75 TL #YKBNK",2022-02-04 06:46:42+00:00,ForeksTurkey,0,26,411890,False,Gerçek#Pozitif
222561,"Garanti Yatırım, Tofaş için ""endeksin üzerinde getiri"" tavsiyesini korudu, hedef fiyat 111,20 TL #TOASO",2022-02-04 06:44:49+00:00,ForeksTurkey,1,28,411890,False,Gerçek#Pozitif
222563,"Ünlü &amp; Co, YKB için hedef fiyatını 5,00 TL''den 5,80 TL'ye yükseltti, tavsiyesini ""Al"" olarak sürdürdü  #YKBNK",2022-02-04 06:33:51+00:00,ForeksTurkey,1,28,411890,False,Gerçek#Pozitif
222565,"Şeker Yatırım, 
- TSKB için ""AL"" tavsiyesini korudu, hedef fiyat 2,35 TL #TSKB 
- Yapı Kredi Bankası için ""AL"" tavsiyesini korudu, hedef fiyat 6,15 TL #YKBNK",2022-02-04 06:31:12+00:00,ForeksTurkey,1,23,411890,False,Gerçek#Pozitif
222567,"İş Yatırım, Tofaş için hedef fiyatını 96,90 TL'den 111,70 TL'ye, tavsiyesini ""Tut""tan ""Al""a yükseltti #TOASO",2022-02-04 05:59:55+00:00,ForeksTurkey,1,76,411890,False,Gerçek#Pozitif
222569,"Vakıf Yatırım, Tofaş için hedef fiyatını 114,50 TL olarak belirlerken, tavsiyesini ""tut""tan ""al""a yükseltti #TOASO",2022-02-04 05:30:50+00:00,ForeksTurkey,2,65,411890,False,Gerçek#Pozitif
222571,"#AGYO 3,02 #ALCTL 26,92
#DERIM 4,35 #ECILC 8,18
#GMTAS 2,4 #IPEKE 14,43
#KONKA 7,9 #KOZAL 123,6
#NATEN 52,85 #NTGAZ 7,58
#PARSN 39,38 #RYGYO 4,04
#SELEC 11,73 #TRGYO 5,04
Mazeretsiz #CUMA kılmamak büyük kayıptır.
Kendime nottur YTD
Hayırlı cumalar, hayırlı kazançlar📈#IEYHO 0,80",2022-02-04 04:45:00+00:00,ASIM_YALCINKAYA,2,31,138765,False,Gerçek#Nötr
222573,"#TOASO 3.3 milyar TL kar açıkladı. %65 dağıtsa, pay başı net 3.7TL, %4.5 temettü dağıtabilir. Ortaklarına şimdiden hayırlı olsun!",2022-02-03 17:37:16+00:00,temettuhisse,21,920,156943,False,Pozitif#Yargı
222575,"Bugün Tofaş Türk Otomobil Fabrikası'nın 12 aylık bilançosunu açıklaması beklenmektedir.
#TOASO",2022-02-03 15:09:07+00:00,MatriksB,3,117,103686,False,Gerçek#Nötr
222577,"BofA Securities, Turkcell için tavsiyesini 22,00 TL hedef fiyatla ""nötr"" olarak tekrarladı #TCELL",2022-02-03 10:33:06+00:00,ForeksTurkey,0,28,411890,False,Gerçek#Nötr
222579,"Deniz Yatırım, 
-Anadolu Sigorta için 7,40 TL hedef fiyatını ve ""tut"" tavsiyesini sürdürdü #ANSGR 
-Deniz Yatırım, Garanti Bankası için hedef fiyatını 17,20 TL'den 17,50 TL'ye yükseltirken, ""al"" tavsiyesini sürdürdü  #GARAN",2022-02-03 07:28:38+00:00,ForeksTurkey,0,17,411890,False,Gerçek#Pozitif
222581,"AK Yatırım, BİM için hedef fiyatını 90,00 TL'den 115,00 TL'ye yükseltti, tavsiyesini ""endeksin üzerinde getiri"" olarak sürdürdü #BIMAS",2022-02-03 07:12:33+00:00,ForeksTurkey,0,49,411890,False,Gerçek#Pozitif
222583,"#GARAN 

12,17 ve 12,06 destek

12,34 ve 12,46 dirençler",2022-02-03 06:45:52+00:00,efekentli__,2,219,117348,False,Nötr#Yargı
222585,"Şeker Yatırım, Garanti Bankası için ""al"" tavsiyesini korudu, hedef fiyat 18,80 TL #GARAN",2022-02-03 06:36:12+00:00,ForeksTurkey,0,40,411890,False,Gerçek#Pozitif
